seed,epoch,params,cls_ba,loc_ba,alarm_mae,spike_rate,spike_count,prefix_cls_ba_48,prefix_cls_ba_96,prefix_cls_ba_128,prefix_cls_ba_192,prefix_cls_ba_240,prefix_cls_ba_480,prefix_cls_ba_960,train_time_sec
0,45,139009,0.8377708978328172,0.7551587301587301,16.810604095458984,0.4746609926223755,2711.263671875,0.21399771658969585,0.31965069993725764,0.37824485975540767,0.5466278555485842,0.6582876479845304,0.8098639210886314,0.8377708978328172,25.948422746005235
1,45,139009,0.8260061919504643,0.7042328042328042,12.96501350402832,0.5617965459823608,3208.981689453125,0.21859025127798976,0.28805735268403565,0.33393641422297193,0.40989683511103336,0.5177242010635343,0.7502000555424128,0.8260061919504643,25.41637401600019
2,50,139009,0.7738467235119262,0.7591269841269842,11.991687774658203,0.48050355911254883,2744.63623046875,0.2328173374613003,0.3007138228608457,0.3937689641340012,0.508421875482139,0.5778303487857811,0.7304300422739475,0.7738467235119262,25.861727013994823
3,35,139009,0.8355821153430772,0.7637566137566137,12.289121627807617,0.3682948052883148,2103.699951171875,0.22911656706746344,0.3363843946391286,0.3608641988006953,0.49478621313886634,0.5878413544120218,0.7745111753391687,0.8355821153430772,27.11973473300168
4,35,139009,0.7949137549756744,0.7723544973544973,25.971088409423828,0.5426024794578552,3099.345458984375,0.2687738498092015,0.2983100706622918,0.4145479979017311,0.48461886590621556,0.5962200302397581,0.7267292718801107,0.7949137549756744,27.397805383996456
